Referencia;Nombre;Categoria;Descripcion
3360;MIXTO (PIEDRA + ARENA DE RIO) 1/2 MT;CONSTRUCCION;20333
3384;MONOGAFAS DE SEGURIDAD AJUSTABLE NEGRA TRUPER;DOTACION INDUSTRIAL;14213
1650;MONOGAFAS TRANSPARENTE;DOTACION INDUSTRIAL;
3691;MORTERO X 40 K ARGOS;CONSTRUCCION;
3418;MORTERO X 5 K ARGOS;CONSTRUCCION;100162778
3452;MOSQUETON DE ACERO CON GANCHO SEG 1/2;CERRAJERIA Y SEGURIDAD;44041
3449;MOSQUETON DE ACERO CON GANCHO SEG 3/16;CERRAJERIA Y SEGURIDAD;44037
3451;MOSQUETON DE ACERO CON GANCHO SEG 3/8;CERRAJERIA Y SEGURIDAD;44040
3450;MOSQUETON DE ACERO CON GANCHO SEG 5/16;CERRAJERIA Y SEGURIDAD;44039
3446;MOSQUETON DE ACERO TUERCA DE SEGURIDAD 1/4;CERRAJERIA Y SEGURIDAD;44022
3445;MOSQUETON DE ACERO TUERCA DE SEGURIDAD 1/8;CERRAJERIA Y SEGURIDAD;44020
3448;MOSQUETON DE ACERO TUERCA DE SEGURIDAD 3/8;CERRAJERIA Y SEGURIDAD;44024
3447;MOSQUETON DE ACERO TUERCA DE SEGURIDAD 5/16;CERRAJERIA Y SEGURIDAD;44023
1651;"MOSQUETON DE ZINC 2""";CERRAJERIA Y SEGURIDAD;44029
1652;"MOSQUETON DE ZINC 21/2""";CERRAJERIA Y SEGURIDAD;44030
1653;"MOSQUETON DE ZINC 31/2""";CERRAJERIA Y SEGURIDAD;44032
1655;MOTOR ESCOLAR GRANDE;ELECTRICOS;
1656;MOTOR ESCOLAR PEQUEÃ¯Â¿Â½O;ELECTRICOS;
1657;MOTOR TOOL Y KIT DE 97 ACCESORIOS TRUPER;HERRAMIENTA MANUAL;Marca Truper, Modelo MOTO-KIT-121, Modelo alfanumérico 100757, Voltaje 110V, Modelo detallado 100757, Funciones del minitorno NoAplica, Incluye batería No, Voltaje de la batería 220V, Fuente de alimentación Eléctrica, Cantidad de accesorios 121, Accesorios incluidos Maletín, Con eje flexible Sí, Peso 0 kg  Este mototool es la herramienta multifuncional perfecta para que realices tus proyectos favoritos. Gracias a sus accesorios, podrás hacer diversas tareas y trabajar con distintos materiales.Con el mototool Truper podrás realizar cortes, pulidos y grabados precisos. Al ser fácil de manipular y de un material resistente, podrás realizar trabajos en varios materiales sin dificultades. Lo que tienes que saber de este producto, Voltaje: 110VFuente de alimentación: eléctrica.Contiene 121 accesorios. Batería con voltaje de 220V.Accesorio incluido: maletín., Voltaje: 110VFuente de alimentación: eléctrica.Contiene 121 accesorios. Batería con voltaje de 220V.Accesorio incluido: maletín.
1658;MULTIEXTENSION 3 MT;ELECTRICOS;
1659;MULTIEXTENSION 5 MT;ELECTRICOS;
1660;MULTITESTER DIGITAL ESCOLAR TRUPER;ELECTRICOS;10400  Instrumento de mediciÃ¯Â¿Â½n con cuerpo de ABS.Escala de circuito integrado con convertidor (alterna / directa) doble integrado como centro y protecciÃ¯Â¿Â½n contra sobrecargas.Funciones Prueba de diodo, transistor y continuidad audible.Uso escolar.
1661;MULTITESTER DIGITAL PRORESIONAL AUTOMOTRIZ TRUPER;ELECTRICOS;10403Instrumento de mediciÃ¯Â¿Â½n con cuerpo de ABS.Escala de circuito integrado con convertidor (alterna / directa) doble integrado como centro y protecciÃ¯Â¿Â½n contra sobrecargas.Funciones Prueba de diodo, continuidad audible, retenciÃ¯Â¿Â½n de datos (HOLD), true RMS y apagado automÃ¯Â¿Â½tico (APO)Uso automotriz.
1662;MULTITESTER DIGITAL TRUPER;ELECTRICOS;10401Instrumento de mediciÃ¯Â¿Â½n con cuerpo de ABS.Escala de circuito integrado con convertidor (alterna / directa) doble integrado como centro y protecciÃ¯Â¿Â½n contra sobrecargas.Funciones Prueba de diodo, transistor, continuidad audible y retenciÃ¯Â¿Â½n de datos (HOLD).Uso bÃ¯Â¿Â½sico.
1663;MULTITOMA 3 SALIDAS;ELECTRICOS;33148
1664;MULTITOMA ECONOMICA 6S;ELECTRICOS;
1665;MULTITOMA FINA 6S OSBLACK;ELECTRICOS;
1666;MULTITOMA X6 PARED;ELECTRICOS;
1667;NIPLE PVC 1/2 ROSACADO;TUBERIAS Y ACCESORIOS;14112
1668;"NIPLE PVC 5 - 10 CM  1""";TUBERIAS Y ACCESORIOS;
1669;NIPLE PVC 5 - 10 CM  1/2;TUBERIAS Y ACCESORIOS;
1670;"NIPLE PVC 5 - 10 CM  11/2""";TUBERIAS Y ACCESORIOS;
1671;"NIPLE PVC 5 - 10 CM 11/4""";TUBERIAS Y ACCESORIOS;
1672;"NIPLE PVC 5 - 10 CM 2""";TUBERIAS Y ACCESORIOS;
1673;"NIPLE PVC 5 - 10 CM 3/4""";TUBERIAS Y ACCESORIOS;
1674;NIPLE DUCHA ABS BLANCO BOCHERINI;GRIFERIA;NB-01
1675;NIPLE DUCHA ALUMINIO CON TEFLON;GRIFERIA;2796
1676;"NIPLE GALVANIZADO KAUDAL 1/2 X1""";TUBERIAS Y ACCESORIOS;29211
1677;"NIPLE GALVANIZADO KAUDAL 1/2 X10""";TUBERIAS Y ACCESORIOS;29217
1678;"NIPLE GALVANIZADO KAUDAL 1/2 X11/2""";TUBERIAS Y ACCESORIOS;29205
1679;NIPLE DUCHA GALVANIZADO KAUDAL 1/2 X12;TUBERIAS Y ACCESORIOS;29218
1680;"NIPLE GALVANIZADO KAUDAL 1/2 X2""";TUBERIAS Y ACCESORIOS;29207
1682;"NIPLE GALVANIZADO KAUDAL 1/2 X31/2""";TUBERIAS Y ACCESORIOS;29210
1683;"NIPLE GALVANIZADO KAUDAL 1/2 X4""";TUBERIAS Y ACCESORIOS;29214
1684;"NIPLE GALVANIZADO KAUDAL 1/2 X5""";TUBERIAS Y ACCESORIOS;29212
1685;"NIPLE GALVANIZADO KAUDAL 1/2 X6""";TUBERIAS Y ACCESORIOS;29213
1686;"NIPLE GALVANIZADO KAUDAL 1/2 X7""";TUBERIAS Y ACCESORIOS;29215
1687;"NIPLE GALVANIZADO KAUDAL 1/2 X8""";TUBERIAS Y ACCESORIOS;30129215
1688;NIPLE GALVANIZADO KAUDAL 1/2 X9;TUBERIAS Y ACCESORIOS;30129216
1689;"NIPLE GALVANIZADO KAUDAL 1/2X 2""";TUBERIAS Y ACCESORIOS;14372
3299;"NIPLE GALVANIZADO KAUDAL 3/4X2""";GRIFERIA;
3298;"NIPLE GALVANIZADO KAUDAL 3/4X3""";GRIFERIA;
3302;"NIPLE GALVANIZADO KAUDAL 3/8X1""";GRIFERIA;
3301;"NIPLE GALVANIZADO KAUDAL 3/8X2""";GRIFERIA;
3300;"NIPLE GALVANIZADO KAUDAL 3/8X3""";GRIFERIA;TUM14U
3338;NIPLE MACHO - MACHO 1/4 ACERO PRETUL;HERRAMIENTA MANUAL;27025
1690;NIPLE MACHO - MACHO LATON 1/4 PRETUL;TUBERIAS Y ACCESORIOS;19024
1691;NIPLE DUCHA PLASTICO CON UNIVERSAL KONTIKI;GRIFERIA;K052
1692;"NIVEL 12"" PRETUL";HERRAMIENTA MANUAL;22454
1693;"NIVEL 14"" PRETUL";HERRAMIENTA MANUAL;22456
1694;"NIVEL 18"" PRETUL";HERRAMIENTA MANUAL;22458
1695;"NIVEL 24"" PRETUL";HERRAMIENTA MANUAL;22460
1697;NIVEL TORPEDO MAGNETICO ABS;HERRAMIENTA MANUAL;11223
1696;NIVEL TORPEDO PRETUL;HERRAMIENTA MANUAL;22450
1698;NO MAS CLAVOS 113 G PATTEX;PEGANTES;50220 40%
1699;NO MAS CLAVOS 353 G PATTEX;PEGANTES;49453 40%
1700;NYLON PESCADOR 40 LBS;SOGAS Y CADENAS;
1701;NYLON PESCADOR 50 LBS;SOGAS Y CADENAS;
1702;NYLON PESCADOR 60 LBS;SOGAS Y CADENAS;
1703;NYLON PESCADOR 70 LBS;SOGAS Y CADENAS;
1704;NYLON PESCADOR 80 LBS;SOGAS Y CADENAS;
1705;NYLON PESCADOR 90 LBS;SOGAS Y CADENAS;
3426;OJO MAGICO PUERTA;CERRAJERIA Y SEGURIDAD;
1706;OMEGAS;PERFILES Y WINES;FO3 50%
1707;ORRING 012;PARTES Y REPUESTOS;
1712;ORRING 010;PARTES Y REPUESTOS;
1713;ORRING 011;PARTES Y REPUESTOS;
1714;ORRING 110;PARTES Y REPUESTOS;
1715;ORRING 111;PARTES Y REPUESTOS;
1716;ORRING 112;PARTES Y REPUESTOS;
1717;ORRING 113;PARTES Y REPUESTOS;
1718;ORRING 114;PARTES Y REPUESTOS;
1719;ORRING 114;PARTES Y REPUESTOS;
1720;ORRING 115;PARTES Y REPUESTOS;
1721;ORRING 116;PARTES Y REPUESTOS;
1722;ORRING 210;PARTES Y REPUESTOS;
1723;ORRING 211;PARTES Y REPUESTOS;
1724;ORRING 212;PARTES Y REPUESTOS;
1725;ORRING 213;PARTES Y REPUESTOS;
1726;ORRING 214;PARTES Y REPUESTOS;
1727;ORRING 215;PARTES Y REPUESTOS;
1728;ORRING 216;PARTES Y REPUESTOS;
1729;ORRING 217;PARTES Y REPUESTOS;
1730;ORRING 218;PARTES Y REPUESTOS;
1731;ORRING 219;PARTES Y REPUESTOS;
1732;ORRING 220;PARTES Y REPUESTOS;
1733;ORRING 221;PARTES Y REPUESTOS;
1734;ORRING 222;PARTES Y REPUESTOS;
1735;ORRING 325;PARTES Y REPUESTOS;
1736;ORRING 326;PARTES Y REPUESTOS;
1737;ORRING 327;PARTES Y REPUESTOS;
1738;OVILLO HILO TODOTERRENO 3-1 3000M;SOGAS Y CADENAS;8376
3529;PALA JARDINERA CUADRADA TRUPER;HERRAMIENTA MANUAL;17194
1741;PALA CABEZA CUADRADA N2 TRUPER;HERRAMIENTA MANUAL;19687
1742;PALA CABEZA REDONDA N2 TRUPER;HERRAMIENTA MANUAL;Marca Truper, Modelo 10601   El vendedor no incluyó una descripción del producto
3528;PALA JARDINERA REDONDA TRUPER;HERRAMIENTA MANUAL;17193
1743;PALADRAGA ATLAS MANGO MADERA 45 TRUPER;HERRAMIENTA MANUAL;11973
1744;PALIN HOYADOR TRUPER;HERRAMIENTA MANUAL;11380
1745;PALUSTRE MANGO PLASTICO NO 6 UDUKE;HERRAMIENTA MANUAL;
1746;PALUSTRE MANGO PLASTICO NO 7 UDUKE;HERRAMIENTA MANUAL;
1747;PALUSTRE MANGO PLASTICO NO 8 UDUKE;HERRAMIENTA MANUAL;
1748;PALUSTRE MANGO PLASTICO NO 9 UDUKE;HERRAMIENTA MANUAL;
1749;PANEL LED 12W REDONDO INCRUSTAR;ELECTRICOS;
1750;PANEL LED 12W REDONDO SOBREPONER MERCURY;ELECTRICOS;
1751;PANEL LED 18W REDONDO INCRUSTAR;ELECTRICOS;
1752;PANEL LED 18W REDONDO SOBREPONER MERCURY;ELECTRICOS;
1753;PANEL LED 6W REDONDO INCRUSTAR MERCURY;ELECTRICOS;
1754;PANEL LED 6W REDONDO SOBREPONER MERCURY;ELECTRICOS;
1755;PANEL LED 9W REDONDO INCRUSTAR;ELECTRICOS;
1757;PARAL BASE 6;PERFILES Y WINES;FPB6 50%
3413;"PASADOR ALEMAN  2""";CERRAJERIA Y SEGURIDAD;560
3268;PASADOR ALEMAN 11/2;CERRAJERIA Y SEGURIDAD;
3569;PASADOR INDUMA LATONADO BLISTER 11/2 UN;TORNILLERIA;
1758;PASADOR PORTACANDADO 41/2 VERA;CERRAJERIA Y SEGURIDAD;22509
1759;PASADOR PORTACANDADO 5/8 GRANDE;CERRAJERIA Y SEGURIDAD;
1760;"PASADOR PORTACANDADO 1/2"" MEDIANO";CERRAJERIA Y SEGURIDAD;
1761;PASADOR PORTACANDADO PEQUEÃ¯Â¿Â½O 3/8;CERRAJERIA Y SEGURIDAD;
1762;PASTA PARA VIDRIO LIBRA;GRIFERIA;864
3279;PASTILLA DE CLOROX;HOGAR Y COCINA;
3611;PASTILLAS PATO LA ROKA;HOGAR Y COCINA;
1763;PEGA GAS PORRAS;PEGANTES;
1764;PEGACOR BLANCO X10K MAXIPEGA;CONSTRUCCION;
1766;PEGACOR GRIS X25K MAXIPEGA;CONSTRUCCION;40%
1767;PEGACOR GRIS X2K MAXIPEGA;CONSTRUCCION;
1768;PEGACOR GRIS X5K MAXIPEGA;CONSTRUCCION;
1769;PEGACOR PORCELANATO GRIS X25K MAXIPEGA;CONSTRUCCION;
1770;PEGANTE BOXER UNIVERSAL 1/2 BOTELLA GYD;PEGANTES;
1771;PEGANTE BOXER UNIVERSAL 120 CM GYD;PEGANTES;
1772;PEGANTE BOXER UNIVERSAL 60 CM GYD;PEGANTES;
1774;PEGANTE INSTANTANEO PEGADITH;PEGANTES;1650
1775;PERA SANITARIO;GRIFERIA;
1776;PERA TANQUE DE RESERVA PLAST GRIFOS;GRIFERIA;2460
1777;PERILLA INDUSTRIAL ESTUFA;PARTES Y REPUESTOS;
1778;PERILLA PLASTICA ESTUFA;PARTES Y REPUESTOS;
489;PAPEL PERIODICO X 4 VUELTAS APROX 5MT;SOGAS Y CADENAS;
700;PAPEL PERIODICO X 1 VUELTA APROX METRO;SOGAS Y CADENAS;
3393;PERRO 1/2;TORNILLERIA;
3390;PERRO 1/4;TORNILLERIA;
3389;PERRO 3/16;TORNILLERIA;
3392;PERRO 3/8;TORNILLERIA;
3391;PERRO 5/16;TORNILLERIA;
3388;PERRO 5/32;TORNILLERIA;
3383;PERRO 7/16;TORNILLERIA;
1779;PIE DE AMIGO PAR 10X12;HOGAR Y COCINA;
1780;PIE DE AMIGO PAR 12X14;HOGAR Y COCINA;
1781;PIE DE AMIGO PAR 4X5;HOGAR Y COCINA;
1782;PIE DE AMIGO PAR 5X6;HOGAR Y COCINA;
1783;PIE DE AMIGO PAR 6X8;HOGAR Y COCINA;
1784;PIE DE AMIGO PAR 8X10;HOGAR Y COCINA;
1785;PIE DE AMIGO REFORZADO 10X12 UNIDAD VERA;HOGAR Y COCINA;23705
1786;PIE DE AMIGO REFORZADO 3X4 UNIDAD VERA;HOGAR Y COCINA;23622
1787;PIE DE AMIGO REFORZADO 4X6 UNIDAD VERA;HOGAR Y COCINA;23648
1788;PIE DE AMIGO REFORZADO 6X8 UNIDAD VERA;HOGAR Y COCINA;23663
1789;PIE DE AMIGO REFORZADO 8X10 UNIDAD VERA;HOGAR Y COCINA;23689
1792;"PIEDRA PARA AFILAR 1"" TRUPER";ABRASIVOS Y CONSUMIBLES;11667
1793;PILA 9V ALKALINA ENERGIZER;ELECTRICOS;
1795;PILA AA UNIDAD TRONEX;ELECTRICOS;
1796;PILA AAA UNIDAD TRONEX;ELECTRICOS;
1797;PILA CR 1220 ALKALINA GP UNIDAD;ELECTRICOS;
1798;PILA CR 2016  ENERGIZER UNIDAD;ELECTRICOS;
1799;PILA CR 2016 LITHIUM GP UNIDAD;ELECTRICOS;
1800;PILA CR 2025 ENERGIZER UNIDAD;ELECTRICOS;
1801;PILA CR 2032 ENERGIZER UNIDAD;ELECTRICOS;
1802;PILA CR 2032 LITHIUM GP UNIDAD;ELECTRICOS;
1803;PILA LR 1130 GP UNIDAD;ELECTRICOS;
1804;PILA LR 44 GP UNIDAD;ELECTRICOS;
3282;PILA ROJA TIPO C BLISTER PAR TRONEX;ELECTRICOS;THRO14D
1805;PILA TIPO C UNIDAD PANASONIC;ELECTRICOS;
1807;PILA TIPO D UNIDAD EVEREADY;ELECTRICOS;
1808;PILAS AA PAR ALKALINA ENERGIZER;ELECTRICOS;50%
1809;PILAS AA PAR CARBON VARTA / EVEREADY;ELECTRICOS;
1810;PILAS AA PAR EVEREADY;ELECTRICOS;50%
1811;PILAS AA PAR RECARGABLES ENERGIZER;ELECTRICOS;10393597
3347;PILAS AAA PAR ALKALINA ENERGIZER;ELECTRICOS;10392463
1812;PILAS AAA PAR ALKALINA VARTA;ELECTRICOS;
1813;PILAS AAA PAR CARBON VARTA / EVEREADY;ELECTRICOS;
1814;PILAS AAA PAR EVEREADY;ELECTRICOS;
1806;PILAS TIPO D ENERGIZER PAR MAX;ELECTRICOS;10392464  40%
3664;PIN DE PASO PARA CARRO;HERRAJES Y SOPORTES;
3474;PINCEL N 1 REDONDO;PINTURAS Y DISOLVENTES;145
3471;PINCEL N 10 PLANO;PINTURAS Y DISOLVENTES;153
3483;PINCEL N 10 REDONDO;PINTURAS Y DISOLVENTES;145
3472;PINCEL N 11 PLANO;PINTURAS Y DISOLVENTES;153
3484;PINCEL N 11 REDONDO;PINTURAS Y DISOLVENTES;145
3473;PINCEL N 12 PLANO;PINTURAS Y DISOLVENTES;153
3485;PINCEL N 12 REDONDO;PINTURAS Y DISOLVENTES;145
3475;PINCEL N 2 REDONDO;PINTURAS Y DISOLVENTES;145
3464;PINCEL N 3 PLANO;PINTURAS Y DISOLVENTES;145
3476;PINCEL N 3 REDONDO;PINTURAS Y DISOLVENTES;145
3465;PINCEL N 4 PLANO;PINTURAS Y DISOLVENTES;145
3477;PINCEL N 4 REDONDO;PINTURAS Y DISOLVENTES;145
3466;PINCEL N 5 PLANO;PINTURAS Y DISOLVENTES;145
3478;PINCEL N 5 REDONDO;PINTURAS Y DISOLVENTES;145
3467;PINCEL N 6 PLANO;PINTURAS Y DISOLVENTES;145
3479;PINCEL N 6 REDONDO;PINTURAS Y DISOLVENTES;145
3468;PINCEL N 7 PLANO;PINTURAS Y DISOLVENTES;145
3480;PINCEL N 7 REDONDO;PINTURAS Y DISOLVENTES;145
3469;PINCEL N 8 PLANO;PINTURAS Y DISOLVENTES;153
3481;PINCEL N 8 REDONDO;PINTURAS Y DISOLVENTES;145
3470;PINCEL N 9 PLANO;PINTURAS Y DISOLVENTES;153
3482;PINCEL N 9 REDONDO;PINTURAS Y DISOLVENTES;145
1815;PINTUCO FILL 7 ANTIHONGOS GRIS 2753 1/2G;CONSTRUCCION;103844441
1816;PINTUCO FILL 7 ANTIHONGOS GRIS 2753 1/32;CONSTRUCCION;103844441
1817;PINTUCO FILL 7 ANTIHONGOS GRIS 2753 1/4G;CONSTRUCCION;103844441
1818;PINTUCO FILL 7 ANTIHONGOS GRIS 2753 1/8G;CONSTRUCCION;103844441
1819;PINTUCO FILL 7 ANTIHONGOS GRIS 2753 11 KG BALDE;CONSTRUCCION;103844441
1820;PINTUCO FILL 7 ANTIHONGOS GRIS 2753 1G;CONSTRUCCION;103844441
3570;PINTUCO FILL 7 ANTIHONGOS GRIS 2753 20 KG CANECA;CONSTRUCCION;FYB25
3505;PINTURA EN SPRAY TRANSPARENTE BRILLANTE 400ML PINTE;PINTURAS Y DISOLVENTES;8847
1821;PINTURA ACRILICA ALTA ASCEPSIA 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;10012970
3603;PINTURA EN SPRAY ALTA TEMPERATURA AEROCOLOR;PINTURAS Y DISOLVENTES;
74;PINTURA EN SPRAY GRIS ANTICORROSIVA AEROCOLOR;PINTURAS Y DISOLVENTES;44030
1822;PINTURA EN SPRAY METALIZADO BRONCE PINTE;PINTURAS Y DISOLVENTES;15009
1319;PINTURA EN SPRAY NEGRO MATE 400ML PINTE;ABRASIVOS Y CONSUMIBLES;8843
1828;PINTUTRAFICO AMARILLO 1 G PINTUCO;PINTURAS Y DISOLVENTES;10012970
1824;PINTUTRAFICO AMARILLO 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;10012970
1825;PINTUTRAFICO AMARILLO 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;10012970
1826;PINTUTRAFICO AMARILLO 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;10012970
1827;PINTUTRAFICO AMARILLO 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;10012970
1833;PINTUTRAFICO BLANCO 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;10012971
1829;PINTUTRAFICO BLANCO 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;10012971
1830;PINTUTRAFICO BLANCO 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;10012971
1831;PINTUTRAFICO BLANCO 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;10012971
1832;PINTUTRAFICO BLANCO 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;10012971
1834;PINZAS PARA TIERRA 300 A PRETUL;HERRAMIENTA MANUAL;24234
1835;PINZAS PARA TIERRA 300 A TRUPER;HERRAMIENTA MANUAL;14234
1836;PINZAS PARA TIERRA 500 A PRETUL;HERRAMIENTA MANUAL;24235
1837;PINZAS PARA TIERRA 500 A TRUPER;HERRAMIENTA MANUAL;nan Fabricadas con lámina de acero galvanizada*Conexiones y mordazas de latón*Resortes de alta presión para asegurar el contacto, mayor fuerza de agarre*Mangos más cómodos.
1838;PINZAS PORTA ELECTRODO 300 A PRETUL;HERRAMIENTA MANUAL;24232
1839;PINZAS PORTA ELECTRODO 300 A TRUPER;HERRAMIENTA MANUAL;14232
1840;PINZAS PORTA ELECTRODO 500 A PRETUL;HERRAMIENTA MANUAL;24233
1841;PINZAS PORTA ELECTRODO 500 A TRUPER;HERRAMIENTA MANUAL;Marca Genérica, Corriente 500 A, Diámetro mínimo del electrodo - Diámetro máximo del electrodo 1.6 mm - 6.4 mm  1 porta electrodo 800 - 1000W1 pinza masa polo a tierra 500Ano incluye envio
1842;PIPA GAS NATURAL MANGUERA LIVIANA;PARTES Y REPUESTOS;
1843;PIPA GAS NATURAL MANGUERA PESADA;PARTES Y REPUESTOS;
1844;PIPA GAS PROPANO ROSCA;PARTES Y REPUESTOS;
1845;PIRLAN ALUMINIO CROMADO 1MT;PERFILES Y WINES;0.5
1846;PIRLAN ALUMINIO CROMADO TIRA X6MT;PERFILES Y WINES;0.4
1848;PISTOLA CALEFATEO LISA PRETUL;HERRAMIENTA MANUAL;22800
3461;PISTOLA DE CALOR PROFESIONAL 1500 W TRUPER;HERRAMIENTA ELECTRICA;Marca Truper, Línea Profesional, Modelo PISCA-A2, Color Naranja, Voltaje 110V, Potencia 1.500 W, Temperatura mínima - Temperatura máxima 40 °C - 500 °C, Tipo de alimentación Corriente eléctrica, Es inalámbrico No, Cantidad de accesorios 0, Incluye estuche No, Frecuencia 60 Hz, Cantidad de niveles de temperatura 2, Peso 0,8 kg  La Pistola de Calor Profesional Truper 17279 de 1500 W es la herramienta ideal para trabajos exigentes. Con su diseño robusto y color naranja, es perfecta para remover pintura, unir lonas, colocar películas de antiasalto y descongelar tuberías. Ofrece dos niveles de temperatura ajustables entre 40°C y 500°C, proporcionando la versatilidad necesaria para diversas aplicaciones. Su flujo de aire de 600 L/min garantiza un rendimiento eficiente. Este modelo, PISCA-A2, pertenece a la línea profesional de Truper y no incluye estuche ni accesorios adicionales. Es un producto nuevo y de alta calidad, diseñado para durar y sin fecha de vencimiento. Lo que tienes que saber de este producto, Voltaje: 110VPistola de calor profesional de 1500 W para trabajos de alta demanda.Rango de temperatura ajustable desde 40 °C hasta 500 °C para una amplia variedad de aplicaciones., Voltaje: 110VPistola de calor profesional de 1500 W para trabajos de alta demanda.Rango de temperatura ajustable desde 40 °C hasta 500 °C para una amplia variedad de aplicaciones.
1849;"PISTOLA DE SILICONA 4"" X 1/2"" TRUPER";HERRAMIENTA ELECTRICA;"""Marca Truper, Modelo PICA-X, Tipo de producto Pistola de silicona, Formato de venta Unidad, Voltaje N/A, Usos recomendados siliconas aceticas, sika flex, no mas clavos, POLIURETANOS, Superficies recomendadas Aluminios, Paredes, Techos, vidrios, Largo x Ancho 39 cm x 5 cm, Altura 23 cm, Peso 0,84 kg, Incluye barra de pegamento No  """"PISTOLA CALAFATEADORA REFORZADA Para cartuchos tamaño estándar y aplicaciones de selladores de silicón y poliuretano (sika)Longitud: 37.7 cmMango: Tipo ''T''Medida de cartucho: 8 1/2'' x 2'' (216 x 50mm)Peso: 840 gCaracterísticas:Cuerpo fabricado en acero tipo medio barrilDoble varilla de empuje y mediciónMango de aluminio inyectadoMuela robusta de acero para asegurar el trinquete."""
1850;"PISTOLA DE SILICONA 4"" X 5/16 TRUPER";HERRAMIENTA ELECTRICA;Marca Truper, Modelo Pipe-1/2, Tipo de producto Pistola de silicona, Color Naranja, CINCEL 110V, Formato de venta Unidad, Potencia máxima 25 W, Potencia nominal 25 W, Tipo de alimentación Eléctrica, Usos recomendados Reparaciones, Escolar, Largo 16 cm, Altura 14 cm, Diámetro de la barra de pegamento 13 mm, Con diseño ergonómico Sí, Con boquillas intercambiables No, Con luz LED No, Con soporte Sí  La Pistola de Silicona Eléctrica Truper 17536 es el complemento perfecto para tus proyectos de manualidades y reparaciones. Con su potencia de 25w y alimentación eléctrica, podrás trabajar de manera eficiente y precisa. Su color naranja le da un toque llamativo y moderno. Este modelo, PIPE-1/2, es ideal para todo tipo de trabajos, desde pequeñas manualidades hasta reparaciones más grandes. Además, viene en un práctico pack de una unidad, para que puedas comenzar a utilizarla de inmediato. No pierdas la oportunidad de adquirir esta pistola de silicona de la reconocida marca Truper y disfrutar de su calidad y durabilidad. Lo que tienes que saber de este producto, Unidades por pack: 1Formato de venta: UnidadVoltaje: 110VDiámetro de barra permitida: 13mm.Con soporte incluído.Usos recomendados: reparaciones., Unidades por pack: 1Formato de venta: UnidadVoltaje: 110VDiámetro de barra permitida: 13mm.Con soporte incluído.Usos recomendados: reparaciones.
1851;PISTOLA METALICA PARA SOPLETEAR;HERRAMIENTA MANUAL;19023
1856;PISTOLA PARA LIMPIEZA DE MOTORES;HERRAMIENTA MANUAL;19236
1852;PISTOLA PARA PINTAR BAJA PRESION NARANJA TRUPER;HERRAMIENTA MANUAL;19510
1853;PISTOLA PARA PINTAR GRAVEDAD VASO ALUMINIO 1.7MM;HERRAMIENTA MANUAL;13061
1854;PISTOLA PARA PINTAR SUCCION VASO ALUM 1.8MM;HERRAMIENTA MANUAL;14087
1858;PISTOLA PLASTICA RIEGO 2 FUNCIONES TRUPER;GRIFERIA;18480
1857;PISTOLA PLASTICA RIEGO 2 FUNCIONES PRETUL;GRIFERIA;22753
1895;PISTOLA PLASTICA RIEGO 5 FUNCIONES PRETUL;HERRAMIENTA MANUAL;22765
1855;PISTOLA RETOQUE GRAVEDAD VASO ALUMINIO 0.5MM TRUPER;HERRAMIENTA MANUAL;11098
1859;PISTOLA DE SILICONA GRANDE ORIGINAL GLOBY;HERRAMIENTA ELECTRICA;
1860;PISTOLA DE SILICONA PEQUEÃ¯Â¿Â½A ORIGINAL GLOBY;HERRAMIENTA ELECTRICA;
3354;PITA O PIOLA SUPERIOR  CONO #6 (COMETA);SOGAS Y CADENAS;
3166;PITA X 1MT;HERRAMIENTA ELECTRICA;
3167;PITA X MADEJA;HERRAMIENTA ELECTRICA;
3497;PITO DE OLLA EXPRESS IMUSA;HOGAR Y COCINA;100162422
1861;PITO OLLA CORONA;HOGAR Y COCINA;401
1862;PITO OLLA UNIVERSAL;HOGAR Y COCINA;401
1863;PLAFON ABIERTO 3/4 CAFE;HERRAJES Y SOPORTES;
1864;PLAFON ABIERTO 3/4 DORADO;HERRAJES Y SOPORTES;
1865;PLAFON ABIERTO 3/4 PLATEADO;HERRAJES Y SOPORTES;
1866;PLAFON ABIERTO 5/8 CAFE;HERRAJES Y SOPORTES;
1867;PLAFON ABIERTO 5/8 DORADO;HERRAJES Y SOPORTES;
1868;PLAFON ABIERTO 5/8 PLATEADO;HERRAJES Y SOPORTES;
1869;PLAFON CERRADO 3/4 CAFE;HERRAJES Y SOPORTES;
1870;PLAFON CERRADO 3/4 DORADO;HERRAJES Y SOPORTES;
1871;PLAFON CERRADO 3/4 PLATEADO;HERRAJES Y SOPORTES;
1872;PLAFON CERRADO 5/8 CAFE;HERRAJES Y SOPORTES;
1873;PLAFON CERRADO 5/8 DORADO;HERRAJES Y SOPORTES;
