Nombre;Referencia;Categoria;Descripcion
FILTRO LAVAPLATOS BORDE PEQUEï¿½O;1169;GRIFERIA;
"FILTRO LAVAPLATOS SECURITY 4""";1170;GRIFERIA;33320
"FILTRO LAVAPLATOS X 4""";1172;GRIFERIA;
FILTRO PURIFICADOR DE AGUA;1171;GRIFERIA;YW110
FISTO ABBA;1173;PARTES Y REPUESTOS;
FISTO CENTRALES;1174;PARTES Y REPUESTOS;
FISTO CHALLENGER;1175;PARTES Y REPUESTOS;
FISTO CHILENO LARGO;1176;PARTES Y REPUESTOS;
FISTO CONTINENTAL;1177;PARTES Y REPUESTOS;
FISTO HACEB CORTO;1178;PARTES Y REPUESTOS;
FISTO INDUSTRIAL;1;HOGAR Y COCINA;
FISTO MABE;1179;PARTES Y REPUESTOS;
FISTO SUECO;1180;PARTES Y REPUESTOS;
FISTO SUPERIOR;1181;PARTES Y REPUESTOS;
FISTO TROPICAL;1182;PARTES Y REPUESTOS;
"FLANCHE 1""";1183;GRIFERIA;
"FLANCHE PARA TANQUE 1/2""";1184;GRIFERIA;1632
FLEXOMETRO 3MT ECO;3422;HERRAMIENTA MANUAL;10013714
FLEXOMETRO 5MT ECO;3423;HERRAMIENTA MANUAL;
"FLEXOMETRO AMARILLO 3MT CINTA 1/2"" PRETUL";1185;HERRAMIENTA MANUAL;21605
"FLEXOMETRO AMARILLO 5MT CINTA 3/4"" PRETUL";1186;HERRAMIENTA MANUAL;21606
FLEXOMETRO FLEX 3 MT LUFKIN;1188;HERRAMIENTA MANUAL;34078
FLEXOMETRO FLEX 5 MT LUFKIN;1189;HERRAMIENTA MANUAL;34108
FLEXOMETRO TAURUS X 7.5M;3395;HERRAMIENTA MANUAL;VROM516
FONDO EXPERTO BLANCO 1 G SUPER;1194;PINTURAS Y DISOLVENTES;251
FONDO EXPERTO BLANCO 1/2 G SUPER;1190;PINTURAS Y DISOLVENTES;251
FONDO EXPERTO BLANCO 1/32 G SUPER;1191;PINTURAS Y DISOLVENTES;251
FONDO EXPERTO BLANCO 1/4 G SUPER;1192;PINTURAS Y DISOLVENTES;251
FONDO EXPERTO BLANCO 1/8 G SUPER;1193;PINTURAS Y DISOLVENTES;251
FONDO INDUSTRIAL NEGRO 1 GALON SUPER;1199;PINTURAS Y DISOLVENTES;251
FONDO INDUSTRIAL NEGRO 1/2 G SUPER;1195;PINTURAS Y DISOLVENTES;251
FONDO INDUSTRIAL NEGRO 1/32 G SUPER;1196;PINTURAS Y DISOLVENTES;251
FONDO INDUSTRIAL NEGRO 1/4 G SUPER;1197;PINTURAS Y DISOLVENTES;251
FONDO INDUSTRIAL NEGRO 1/8 G SUPER;1198;PINTURAS Y DISOLVENTES;251
"FORMON 1/4"" PRETUL";1200;HERRAMIENTA MANUAL;21650
"FORMON 5/8"" PRETUL";3187;HERRAMIENTA MANUAL;21659
FUMIGADOR 3L (0.8GAL) TRUPER;3597;HERRAMIENTA MANUAL;10835
FUMIGADOR DOMESTICO 2 LTS TRUPER;3601;HERRAMIENTA MANUAL;10235
FUSIBLE OLLA NEGRO;1201;HOGAR Y COCINA;
FUSIBLE OLLA PUNTO VERDE, ROJO, NARANJA PEQUEï¿½O;1202;HOGAR Y COCINA;
FUSIBLE TUBULAR 1-30 A;3281;ELECTRICOS;THRO12U
FUSIBLE VEHICULAR GRANDE;1203;ELECTRICOS;
FUSIBLE VEHICULAR PEQUEï¿½O;1204;ELECTRICOS;
GAFAS DE SEGURIDAD NEGRO PRETUL;1206;DOTACION INDUSTRIAL;20402
GAFAS DE SEGURIDAD PARA LASER;1207;DOTACION INDUSTRIAL;10757
GAFAS DE SEGURIDAD PRETUL;3676;DOTACION INDUSTRIAL;21538
GAFAS DE SEGURIDAD TRANSPARENTE PRETUL;1205;DOTACION INDUSTRIAL;20401
GAFAS DE SEGURIDAD VERDE FORTE;1208;DOTACION INDUSTRIAL;14282
GAFAS ELEMENT CLARA JACKSON;1209;DOTACION INDUSTRIAL;10351058
GAFAS PARA SOLDAR TRUPER;1210;DOTACION INDUSTRIAL;14282
GANCHO ADHESIVO AMARRE;1211;HERRAJES Y SOPORTES;
GANCHO ADHESIVO CUADRADO BLANCO;1212;HERRAJES Y SOPORTES;
GANCHO ADHESIVO GRANDE BLANCO;1213;HERRAJES Y SOPORTES;
GANCHO ADHESIVO MANGUERA LUCES;1215;HERRAJES Y SOPORTES;
GANCHO ADHESIVO MINI BLANCO;1217;HERRAJES Y SOPORTES;
GANCHO ADHESIVO PEQUEï¿½O BLANCO;1218;HERRAJES Y SOPORTES;
GANCHO ADHESIVO SUPERJUMBO BLANCO;1219;HERRAJES Y SOPORTES;
GANCHO ADHESIVO Uï¿½A PRESION;1220;HERRAJES Y SOPORTES;
GANCHO DE ROPA PLASTICO;3325;DOTACION INDUSTRIAL;
GANCHO PARA TEJA;1221;CONSTRUCCION;
SET 4 PIEZAS DE GANCHOS MULTIUSOS TRUPER;3341;HERRAMIENTA MANUAL;14210
GARRAFA PLASTICA DE SEGUNDA 5 GALONES;1223;PINTURAS Y DISOLVENTES;
GASTOP FUERZA MEDIA 10G UNIFIX;1224;PEGANTES;
GAVETA APILABLE DE PLASTICO 16.5X10.5X7.5 CM;3590;PARTES Y REPUESTOS;10889
GEL ANTIBACTERIAL CON ALCOHOL 500 ML;1225;HOGAR Y COCINA;
GEL ANTIBACTERIAL CON ALCOHOL 1000 ML;1226;HOGAR Y COCINA;
GOTA DE REPUESTO PARA NIVEL;1227;HERRAMIENTA MANUAL;17042
VARILLA GRAFIL 4MM X 1M;3683;CONSTRUCCION;
VARILLA GRAFIL 4MM X 6MT;3682;CONSTRUCCION;
GRAFITO GOTERO;2477;LUBRICANTES;
GRANITO BLANCO 21/2 1K;1230;CONSTRUCCION;FG1
GRANITO BLANCO 21/2 40K;1229;CONSTRUCCION;FGB
GRAPA CAMA GALVANIZADA X 4 VERA;1231;HERRAJES Y SOPORTES;13773
GRAPA COSEDORA PARA ET-21 5/16 TRUPER;3204;HERRAJES Y SOPORTES;17971
GRAPA LAVAMANOS PLASTICA PAR;1222;GRIFERIA;
GRAPA ZUNCHO  UN;1232;HERRAJES Y SOPORTES;
GRAPA ZUNCHO KILO;1233;HERRAJES Y SOPORTES;
GRAPA PLASTICA 1/2;1234;HERRAJES Y SOPORTES;1797
GRAPA PLASTICA 3/8;1235;HERRAJES Y SOPORTES;1690
GRAPA PLASTICA N6 CUADRADA;1236;HERRAJES Y SOPORTES;
GRAPA PLASTICA N6 REDONDA;1237;HERRAJES Y SOPORTES;
GRAPA PLASTICA N9 CUADRADA;1238;HERRAJES Y SOPORTES;
GRAPA PLASTICA N9 REDONDA;1239;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 1/2"" DOBLE";1242;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 1"" DOBLE";1240;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 1"" SENCILLA";1241;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 1/2"" SENCILLA";1243;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 11/2"" DOBLE";1244;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 11/2"" SENCILLA";1245;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 2"" DOBLE";1246;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 3"" DOBLE";1247;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 3/4"" DOBLE";1248;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 3/4"" SENCILLA";1249;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 3/8"" DOBLE";1250;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 3/8"" SENCILLA";1251;HERRAJES Y SOPORTES;
"GRAPA TUBO GALVANIZADA 4"" DOBLE";1252;HERRAJES Y SOPORTES;
GRAPADORA TIPO PISTOLA PRETUL;1253;HERRAMIENTA MANUAL;17977
GRASA MULTIUSO 300G;1254;LUBRICANTES;
GRASA MULTIUSO 450G TRUPER;1255;LUBRICANTES;12783
"GRATA CIRCULAR ALAMBRE FINO 2"" TALADRO TRUPER";1256;ABRASIVOS Y CONSUMIBLES;11574
"GRATA CIRCULAR ALAMBRE FINO 3"" TALADRO TRUPER";1257;ABRASIVOS Y CONSUMIBLES;11575
"GRATA COPA ALAMBRE GRUESO 3/4"" TALADRO TRUPER";1258;ABRASIVOS Y CONSUMIBLES;11593
"GRATA COPA ALAMBRE GRUESO TALADRO 1""- 3/4";3339;TUBERIAS Y ACCESORIOS;11571
"GRATA COPA ALAMBRE ONDULADO 3""X  5/8 TRUPER";1259;ABRASIVOS Y CONSUMIBLES;14182
"GRATA COPA ALAMBRE ONDULADO 3""X 14 MM TRUPER";1260;HERRAMIENTA MANUAL;14180
"GRATA COPA ALAMBRE ONDULADO 4""X 14 MM TRUPER";1261;HERRAMIENTA MANUAL;11532
"GRATA COPA ALAMBRE TRENZADO 3""X 14 MM TRUPER";1263;HERRAMIENTA MANUAL;14184
"GRATA COPA ALAMBRE TRENZADO 3""X 5/8 TRUPER";1264;HERRAMIENTA MANUAL;14186
"GRATA COPA ALAMBRE TRENZADO 4""X 14 MM TRUPER";1265;HERRAMIENTA MANUAL;14185
"GRATA COPA ALAMBRE TRENZADO 4""X 5/8 TRUPER";1266;HERRAMIENTA MANUAL;14187
GRATA MANGO AMARILLO;3387;HERRAMIENTA MANUAL;1688
GRATA MANGO MADERA;1267;ABRASIVOS Y CONSUMIBLES;
"GRATA ESMERIL ALAMBRE ONDULADO 6"" TRUPER";1268;HERRAMIENTA MANUAL;11520
"GRATA PULIDORA ALAMBRE TRENZADO 4"" TRUPER";1269;ABRASIVOS Y CONSUMIBLES;17527
GUANTE CAL 7/L NEGRO;1270;DOTACION INDUSTRIAL;5047
GUANTE CAL 7/M NEGRO;1271;DOTACION INDUSTRIAL;5046
GUANTE CAL 7/S NEGRO;1272;DOTACION INDUSTRIAL;5045
GUANTE CARNAZA CORTO REFORZADO;3412;DOTACION INDUSTRIAL;100137318
GUANTE LATEX NEGRO HGN 002 T M;1274;DOTACION INDUSTRIAL;
GUANTE LATEX NEGRO HGN 002 T S;1275;DOTACION INDUSTRIAL;
GUANTE HILAZA PEPAS;1276;DOTACION INDUSTRIAL;884
GUANTE INDUSTRIAL C 25 T10 FORTE;1277;DOTACION INDUSTRIAL;39795
GUANTE INGENIERO REFORZADO;1278;DOTACION INDUSTRIAL;
GUANTE INGENIERO SENCILLO;1279;DOTACION INDUSTRIAL;
GUANTE NITRILO TALLA 10;1280;DOTACION INDUSTRIAL;
GUANTE NITRILO TALLA 7;1281;DOTACION INDUSTRIAL;
GUANTE NITRILO TALLA 9;1283;DOTACION INDUSTRIAL;
GUANTE PROTEXION NITRILO T 9;1284;DOTACION INDUSTRIAL;43405
GUANTE SOLDADOR  AMARILO O ROJO TIPO KODIACK;3353;DOTACION INDUSTRIAL;
GUANTE CAUCHO TRITON CAL35 T10;1285;DOTACION INDUSTRIAL;4618
GUANTE CAUCHO TRITON CAL35 T7;1286;DOTACION INDUSTRIAL;4612
GUANTE CAUCHO TRITON CAL35 T 71/2;1287;DOTACION INDUSTRIAL;4613
GUANTE CAUCHO TRITON CAL35 T 8;1288;DOTACION INDUSTRIAL;4614
"GUANTE CAUCHO TRITON CAL35 T 81/2""";1289;DOTACION INDUSTRIAL;4615
GUANTE CARNAZA PARA ELECTRICISTA;1575;DOTACION INDUSTRIAL;14289
GUASA 3/16 UN;3151;TORNILLERIA;
GUASA 5/16 UN;3153;TORNILLERIA;
GUASA 7/16 UN;3154;TORNILLERIA;
GUAYA DE ACERO 7H 1/8 1 MT;1293;SOGAS Y CADENAS;44205
HACHA CAZADORA 11/4LB MANGO HICKORY TRUPER;3591;HERRAMIENTA MANUAL;14950
HERRAJE PARA 2 TACOS O BREAKER;1295;ELECTRICOS;1533
HERRAJE PARA 3 TACOS O BREAKER;1296;ELECTRICOS;1534
HILO GANAFULL O SOGA MARINA 13MM 1MT;1297;SOGAS Y CADENAS;31474
HILO GANAFULL O SOGA MARINA 8 1MT;3513;SOGAS Y CADENAS;
HILO PARA ALBAï¿½IL AMARILLO 165MT TRUPER;1298;CONSTRUCCION;14052
HILO PARA ALBAï¿½IL AZUL 165MT;1299;CONSTRUCCION;14057
HILO PARA ALBAï¿½IL BLANCO 165MT;1300;CONSTRUCCION;12989
HILO PARA ALBAï¿½IL NARANJA 165MT;1301;CONSTRUCCION;14061
HILO PARA ALBAï¿½IL ROJO 165MT;1302;CONSTRUCCION;14054
HILO PARA ALBAï¿½IL VERDE 165MT;1303;CONSTRUCCION;14060
HILO PARA GUADAï¿½A AMARILLO 3.3MM X1MT;3198;SOGAS Y CADENAS;17650
"HOMBRESOLO CURVO 7"" PRETUL";3346;HERRAMIENTA MANUAL;22701
"HOMBRESOLO RECTO 10"" PRETUL";1305;HERRAMIENTA MANUAL;22702
VINILO T3 ICOLATEX BLANCO 1 GALON PINTUCO;1306;PINTURAS Y DISOLVENTES;10013684 30%
VINILO T3 ICOLATEX BLANCO 1/2 G PINTUCO;1307;PINTURAS Y DISOLVENTES;10013684
VINILO T3 ICOLATEX BLANCO 1/32 G PINTUCO;1308;PINTURAS Y DISOLVENTES;10013684
VINILO T3 ICOLATEX BLANCO 1/4 G PINTUCO;1309;PINTURAS Y DISOLVENTES;10013684
VINILO T3 ICOLATEX BLANCO 1/8 G PINTUCO;1310;PINTURAS Y DISOLVENTES;10013684
VINILO T3 ICOLATEX BLANCO CANECA 5 G PINTUCO;1311;PINTURAS Y DISOLVENTES;10016257 20%
IMAN EXTENDIBLE FLEXIBLE CON LED 3.4 KG;2927;HERRAMIENTA MANUAL;15326
IMAN MONEDA 0;1320;PARTES Y REPUESTOS;
IMAN MONEDA 1;1321;PARTES Y REPUESTOS;
IMAN MONEDA 2;1322;PARTES Y REPUESTOS;
IMAN MONEDA 3;1323;PARTES Y REPUESTOS;
IMAN MONEDA 4;1324;PARTES Y REPUESTOS;
IMAN MONEDA 6;1325;PARTES Y REPUESTOS;
IMAN MONEDA 7;1326;PARTES Y REPUESTOS;
IMAN MONEDA 8;1327;PARTES Y REPUESTOS;
IMAN MONEDA 9;1328;PARTES Y REPUESTOS;
RACOR INSERTO RIEGO PVC 1/2 X 20 MM;1329;GRIFERIA;11153
INTERRUPTOR + TOMA P/T BLANCO DUOMO AVE;1336;ELECTRICOS;34279
INTERRUPTOR + TOMA BLANCA MERCURY;1330;ELECTRICOS;
INTERRUPTOR DE PASO CORREDERA AVE;1331;ELECTRICOS;266494
INTERRUPTOR DOBLE BLANCO DUOMO AVE;1332;ELECTRICOS;51123
INTERRUPTOR DOBLE BLANCO MERCURY;1333;ELECTRICOS;
INTERRUPTOR DOBLE CONMU BLANCO DUOMO AVE;1334;ELECTRICOS;35868
INTERRUPTOR PANTALLA Pï¿½A;1335;ELECTRICOS;272
INTERRUPTOR SENCILLO BLANCO DUOMO AVE;1337;ELECTRICOS;35035
INTERRUPTOR SENCILLO CONMUTABLE BLANCO DUOMO AVE;1339;ELECTRICOS;51185
INTERRUPTOR SENCILLO SOBREPONER BLANCO AVE;1340;ELECTRICOS;34255
INTERRUPTOR TRIPLE BLANCO DUOMO AVE;1341;ELECTRICOS;35691
INVECRYL 500 1 KILO SAPOLIN;1342;CONSTRUCCION;2126
INVECRYL 750 GRS SAPOLIN;2441;CONSTRUCCION;2125
INYECTOR DE GRASA 6000 PSI;3372;HERRAMIENTA MANUAL;14859
JABON PARA MANOS 500 ML;1343;ASEO;
JABON PARA MANOS GALON;1344;ASEO;
JABON PARA MANOS LITRO;1345;ASEO;
JABON REY 500 ML;1346;ASEO;
JABON REY GALON;1347;ASEO;
JABON REY LITRO;1348;ASEO;
LIBRE;3293;GRIFERIA;
JABONERA CROMADA PLASTGRIFOS;3678;HOGAR Y COCINA;
JUEGO DE 121 PIEZAS MOTORTOOL TRUPER;3598;HERRAMIENTA MANUAL;100757
JUEGO DE 10 LIMAS PARA JOYERO TRUPER;1349;HERRAMIENTA MANUAL;15239
JUEGO DE 3 MINICEPILLOS GRATA TRUPER;1350;HERRAMIENTA MANUAL;10652
JUEGO DE 3 PIEZAS SIERRAS PARA CERRADURA TRUPER;1351;HERRAMIENTA MANUAL;18080
JUEGO DE 5 SIERRA COPA ACERO AL CARBONO PRETUL;1352;HERRAMIENTA MANUAL;23550
JUEGO DE 6 DESTORNILLADORES JOYERO CLASICOS TRUPER;1353;HERRAMIENTA MANUAL;21382
JUEGO DE 7 LLAVES BRISTOL PULGADAS TIPO NAVAJA TRUPER;1354;HERRAMIENTA MANUAL;15560
JUEGO DE 8 COPAS METRICAS PRETUL;1355;HERRAMIENTA MANUAL;21185
JUEGO DE 8 COPAS PULGADAS PRETUL;1356;HERRAMIENTA MANUAL;21189
JUEGO DE 8 LLAVES BRISTOL LLAVERO METRICAS PRETUL;1357;HERRAMIENTA MANUAL;21851
JUEGO DE 8 LLAVES BRISTOL LLAVERO PULGADAS PRETUL;1358;HERRAMIENTA MANUAL;21850
JUEGO DE 7 LLAVES BRISTOL ACERO AL CROMO MILIMETRICA TRUPER;3314;HERRAMIENTA MANUAL;15530
JUEGO DE 7 LLAVES BRISTOL ACERO AL CROMO PULGADA TRUPER;3315;HERRAMIENTA MANUAL;15533
KIT DE 6 ACCESORIOS PARA BAï¿½O TOTAL;1359;GRIFERIA;83
JUEGO DE ACOPLES RAPIDO PRETUL;1360;HERRAMIENTA MANUAL;27020
JUEGO DE ACOPLES RAPIDO PRETUL;1361;HERRAMIENTA MANUAL;27021
JUEGO DE BISTURI CON ESTUCHE PRETUL;1362;HERRAMIENTA MANUAL;22409
JUEGO DE 6 BROCAS PARA MADERA TRUPER;1363;HERRAMIENTA MANUAL;11337
JUEGO DE 8 BROCAS PARA MADERA TRUPER;1894;ABRASIVOS Y CONSUMIBLES;11338
JUEGO DE DADOS CON PUNTAS Y MATRACA;1364;HERRAMIENTA MANUAL;24219
JUEGO DE 5 GRATAS ECO;3675;HERRAMIENTA MANUAL;
JUEGO DE 3 HERRAMIENTAS PARA JARDIN PRETUL;1365;HERRAMIENTA MANUAL;21709
JUEGO DE 5 LLAVES MIXTAS MM PRETUL;1366;HERRAMIENTA MANUAL;22001
JUEGO DE 7 LLAVES TORX CORTAS CON ORGANIZADOR TRUPER;1367;HERRAMIENTA MANUAL;15552
JUEGO DE 7 LLAVES TORX LARGAS CON ORGANIZADOR TRUPER;1368;HERRAMIENTA MANUAL;15553
JUEGO DE 21 HERRAMIENTAS MECANICO PRETUL;1369;HERRAMIENTA MANUAL;21162
JUEGO DE 25 HERRAMIENTAS MECANICO PRETUL;1370;HERRAMIENTA MANUAL;23974
JUEGO DE 10 PUNTAS EN PIEDRA MONTADAS TRUPER;1371;HERRAMIENTA MANUAL;12445
JUEGO DE 39 COPAS Y RATCHET PRETUL;1372;HERRAMIENTA MANUAL;24220
JUEGO DE 5 SEGUETAS PARA CALADORA METAL TRUPER;3317;HERRAMIENTA ELECTRICA;18139
"JUEGO DE 16 SEGUETAS PARA CALADORA ""T"" TRUPER";1373;HERRAMIENTA MANUAL;16705
"JUEGO DE 16 SEGUETAS PARA CALADORA ""U"" TRUPER";1375;HERRAMIENTA MANUAL;16129
JUEGO DE 3 CEPILLOS PARA TALADRO TRUPER;3592;HERRAMIENTA ELECTRICA;28152
JUEGO DE 32 DESTORNILLADORES PARA JOYERO TRUPER;3324;HERRAMIENTA MANUAL;14162
JUEGO DE 9 LLAVES MIXTAS STANLEY;1563;HERRAMIENTA MANUAL;945998
JUEGO DE 3 PIEZAS COPA PARA CERRADURA PRETUL;3336;HERRAMIENTA MANUAL;23549
KIT GRIFERIA SANITARIO FLUIDMASTER;1377;GRIFERIA;13496
KIT ESCOLAR PROYECTOS;1378;ELECTRICOS;
KIT VALVULA TANQUE FLOTADOR BRONCE DTURIN;1379;GRIFERIA;
KIT GRIFERIA SANITARIA COMPLETA ECO;1380;GRIFERIA;2459
KIT GRIFERIA SANITARIA COMPLETO ATLAS GRIVAL 26 CM;1381;GRIFERIA;25655
KIT GRIFERIA SANITARIA COMPLETA CROMADA BOCHERINI;1382;GRIFERIA;1970E
LACA ANTICORROSIVA GRIS AEROCOLOR 300 ML;1383;PINTURAS Y DISOLVENTES;10283244
LACA EXPERTO BLANCO 1 GALON SUPER;1388;PINTURAS Y DISOLVENTES;328
LACA EXPERTO BLANCO 1/2 G SUPER;1384;PINTURAS Y DISOLVENTES;328
LACA EXPERTO BLANCO 1/32 G SUPER;1385;PINTURAS Y DISOLVENTES;328
LACA EXPERTO BLANCO 1/4 G SUPER;1386;PINTURAS Y DISOLVENTES;328
LACA EXPERTO BLANCO 1/8 G SUPER;1387;PINTURAS Y DISOLVENTES;328
LACA EXPERTO NEGRO 1 GALON SUPER;1393;PINTURAS Y DISOLVENTES;330
LACA EXPERTO NEGRO 1/2 G SUPER;1389;PINTURAS Y DISOLVENTES;330
LACA EXPERTO NEGRO 1/32 G SUPER;1390;PINTURAS Y DISOLVENTES;330
LACA EXPERTO NEGRO 1/4 G SUPER;1391;PINTURAS Y DISOLVENTES;330
LACA EXPERTO NEGRO 1/8 G SUPER;1392;PINTURAS Y DISOLVENTES;330
LINTERNA RECARGABLE LED 30 LUM PRETUL;1394;ELECTRICOS;24090
LINTERNA REFLECTORA LED 145 LM PRETUL;1291;HOGAR Y COCINA;24091
LAPIZ FABERCASTELL Nï¿½ 2;3211;HERRAMIENTA MANUAL;
LAPIZ FABERCASTELL ROJO Nï¿½ 2;3212;HERRAMIENTA MANUAL;
LAVAPLATOS EN ACERO MESON VITAL BASIC 100x52 IZQUIERDO;3437;CONSTRUCCION;
LAVAPLATOS EN ACERO RADIANTE SUB 60x40;3438;CONSTRUCCION;
LED COLORES;1395;ELECTRICOS;
"LIJA DE AGUA 9"" X11"" #220 PREMIER";1315;ABRASIVOS Y CONSUMIBLES;IMCN3
"LIJA DE AGUA 9""X11"" #100 PREMIER";1396;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA 9""X11"" #120 PREMIER";1397;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA 9""X11"" #150 PREMIER";1398;ABRASIVOS Y CONSUMIBLES;C1LA0005
"LIJA DE AGUA 9""X11"" #180 PREMIER";1399;ABRASIVOS Y CONSUMIBLES;C1LA0006
"LIJA DE AGUA 9""X11"" #280 PREMIER";1400;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA 9""X11"" #320 PREMIER";1401;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA 9""X11"" #400 PREMIER";1402;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA 9""X11"" #60 PREMIER";1403;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA 9""X11"" #600 PREMIER";1404;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA 9""X11"" #80 PREMIER";1405;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA MICROFINA 9""X11"" #1000 PREMIER";1406;ABRASIVOS Y CONSUMIBLES;
"LIJA DE AGUA MICROFINA 9""X11"" #2000 PREMIER";1407;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #100 PREMIER";1408;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #1000 PREMIER";1409;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #120 PREMIER";1410;ABRASIVOS Y CONSUMIBLES;C1LS0003
"LIJA RED 9""X11"" #150 PREMIER";1411;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #180 PREMIER";1412;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #220 PREMIER";1413;ABRASIVOS Y CONSUMIBLES;C1LS0006
"LIJA RED 9""X11"" #240 PREMIER";1414;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #320 PREMIER";1415;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #400 PREMIER";1416;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #600 PREMIER";1417;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #80 PREMIER";1418;ABRASIVOS Y CONSUMIBLES;
"LIJA RED AZUL 9""X11"" #60 PREMIER";1419;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #100 1MT";1420;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #100 25CM";1421;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #100 50CM";1422;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #120 1MT";1423;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #120 25CM";1424;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #120 50CM";1425;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #150 1MT";1426;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #150 25CM";1427;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #150 50CM";1428;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #180 1MT";1429;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #180 25CM";1430;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #180 50CM";1431;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #220 1MT";1432;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #220 25CM";1433;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #220 50CM";1434;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #60 1MT";1435;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #60 25CM";1436;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #60 50CM";1437;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #80 1MT";1438;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #80 25CM";1439;ABRASIVOS Y CONSUMIBLES;
"LIJA TELA FLEXIBLE 4"" #80 50CM";1440;ABRASIVOS Y CONSUMIBLES;
LIJADORA MANUAL ECO;1443;HERRAMIENTA MANUAL;62
LIJADORA MANUAL EN MADERA;1442;GRIFERIA;
LIJADORA ORBITAL 1/4 HOJA 200 W PROFESIONAL TRUPER;1577;HERRAMIENTA ELECTRICA;23999
"LIMA 1/2 CAï¿½A BASTARDA 6"" MANGO TRUPER";1444;HERRAMIENTA MANUAL;15317
LIMA PARA JOYERO UNIDAD TRUPER;1445;HERRAMIENTA MANUAL;15239
"LIMA PLANA BASTARDA 6"" MANGO TRUPER";1446;HERRAMIENTA MANUAL;15309
"LIMA REDONDA BASTARDA 6"" MANGO TRUPER";1447;HERRAMIENTA MANUAL;15315
LIMA TRIANGULAR #6 COLIMA;3424;HERRAMIENTA MANUAL;
"LIMA TRIANGULAR PESADA 6"" MANGO TRUPER";1448;HERRAMIENTA MANUAL;15307
LIMPIADOR ELECTRONICO 200ML;1450;LUBRICANTES;
LIMPIADOR ELECTRONICO  4 0NZ 150ML  CRC;1449;DOTACION INDUSTRIAL;82370
LIMPIADOR PVC 1/128 ENAR;1451;PEGANTES;576
LIMPIADOR CPVC 1/128 GERFOR;1452;PEGANTES;
LIMPIADOR PVC 1/16 ENAR;1453;PEGANTES;
